[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.728Z - Started listening on: \\.\pipe\nx\C:\Users\tamph\AppData\Local\Temp\bf83c2739ed9ec946485\d.sock
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.741Z - [WATCHER]: Subscribed to changes within: D:\Workspace\angular\chat-app (native)
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.745Z - Established a connection. Number of open connections: 1
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.752Z - Closed a connection. Number of open connections: 0
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.753Z - Established a connection. Number of open connections: 1
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.758Z - [REQUEST]: Client Request for Project Graph Received
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.833Z - Time taken for 'loadSpecifiedNxPlugins' 6.516400000000033ms
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.860Z - Time taken for 'Load Nx Plugin: D:\Workspace\angular\chat-app\.nx\installation\node_modules\nx\src\plugins\package-json' 1095.054ms
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.910Z - Time taken for 'Load Nx Plugin: D:\Workspace\angular\chat-app\.nx\installation\node_modules\nx\src\plugins\project-json\build-nodes\project-json' 1143.8874ms
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.936Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.936Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.936Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.951Z - Time taken for 'loadDefaultNxPlugins' 1172.3215ms
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.987Z - Time taken for 'build-project-configs' 13.68769999999995ms
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.999Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:18:45.778Z - Time taken for 'total execution time for createProjectGraph()' 18.87000000011176ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:18:58.782Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:18:58.784Z - [WATCHER]: chat-app/src/app/shared/components/user-list/user-list.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T04:18:59.281Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:05.197Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:05.197Z - [REQUEST]: chat-app/src/app/shared/components/user-list/user-list.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:05.197Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:05.205Z - Time taken for 'hash changed files from watcher' 0.3522999994456768ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:05.208Z - Time taken for 'build-project-configs' 2.355399999767542ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:05.215Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:05.218Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:05.218Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:05.218Z - Time taken for 'total execution time for createProjectGraph()' 4.4068999998271465ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:05.813Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:05.815Z - [WATCHER]: chat-app/src/app/shared/components/user-list/user-list.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:06.110Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:12.231Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:12.231Z - [REQUEST]: chat-app/src/app/shared/components/user-list/user-list.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:12.231Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:12.236Z - Time taken for 'hash changed files from watcher' 0.57010000012815ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:12.241Z - Time taken for 'build-project-configs' 3.990899999625981ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:12.250Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:12.250Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:12.250Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:12.252Z - Time taken for 'total execution time for createProjectGraph()' 2.9100999999791384ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:21.654Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:21.655Z - [WATCHER]: chat-app/src/app/shared/components/user-list/user-list.component.scss was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:22.058Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:23.488Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:28.059Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:28.059Z - [REQUEST]: chat-app/src/app/shared/components/user-list/user-list.component.scss
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:28.059Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:28.062Z - Time taken for 'hash changed files from watcher' 0.19849999994039536ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:28.064Z - Time taken for 'build-project-configs' 2.3973000003024936ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:28.067Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:28.067Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:28.067Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:28.067Z - Time taken for 'total execution time for createProjectGraph()' 1.6217999998480082ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:35.244Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:35.247Z - [WATCHER]: chat-app/src/app/shared/components/user-list/user-list.component.scss was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:35.704Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:41.652Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:41.652Z - [REQUEST]: chat-app/src/app/shared/components/user-list/user-list.component.scss
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:41.652Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:41.666Z - Time taken for 'hash changed files from watcher' 0.38719999976456165ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:41.672Z - Time taken for 'build-project-configs' 9.136599999852479ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:41.685Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:41.685Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:41.686Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:19:41.686Z - Time taken for 'total execution time for createProjectGraph()' 6.503500000573695ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:20:36.448Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:29:14.833Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:29:14.865Z - [WATCHER]: chat-app/src/app/shared/components/messages/messages.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T04:29:16.682Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:29:21.301Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T04:29:21.301Z - [REQUEST]: chat-app/src/app/shared/components/messages/messages.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T04:29:21.301Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T04:29:21.337Z - Time taken for 'hash changed files from watcher' 12.17269999999553ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:29:21.418Z - Time taken for 'build-project-configs' 83.20779999997467ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:29:21.452Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:29:21.453Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:29:21.453Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:29:21.453Z - Time taken for 'total execution time for createProjectGraph()' 28.054800000041723ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:09.934Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:09.937Z - [WATCHER]: chat-app/src/app/shared/components/messages/messages.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:10.369Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:12.010Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:16.344Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:16.344Z - [REQUEST]: chat-app/src/app/shared/components/messages/messages.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:16.344Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:16.355Z - Time taken for 'hash changed files from watcher' 2.6626000003889203ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:16.371Z - Time taken for 'build-project-configs' 11.946800000034273ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:16.381Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:16.382Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:16.382Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:16.383Z - Time taken for 'total execution time for createProjectGraph()' 7.925700000487268ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:25.569Z - [WATCHER]: chat-app/src/app/shared/components/messages/messages.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:25.570Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:25.832Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:31.975Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:31.975Z - [REQUEST]: chat-app/src/app/shared/components/messages/messages.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:31.976Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:31.983Z - Time taken for 'hash changed files from watcher' 1.0585000002756715ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:31.991Z - Time taken for 'build-project-configs' 4.973000000230968ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:32.002Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:32.004Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:32.004Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:30:32.005Z - Time taken for 'total execution time for createProjectGraph()' 4.831899999640882ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:31:26.334Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:31:42.611Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:31:42.616Z - [WATCHER]: chat-app/src/app/shared/components/messages/messages.component.scss was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T04:31:43.060Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:31:49.034Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T04:31:49.034Z - [REQUEST]: chat-app/src/app/shared/components/messages/messages.component.scss
[NX v21.2.4 Daemon Server] - 2025-07-17T04:31:49.034Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T04:31:49.050Z - Time taken for 'hash changed files from watcher' 1.388399999588728ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:31:49.063Z - Time taken for 'build-project-configs' 14.36820000037551ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:31:49.083Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:31:49.083Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:31:49.083Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:31:49.083Z - Time taken for 'total execution time for createProjectGraph()' 10.669599999673665ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:32:43.848Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:32:48.989Z - [WATCHER]: chat-app/src/app/shared/components/messages/messages.component.scss was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T04:32:48.990Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:32:49.731Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:32:55.415Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T04:32:55.416Z - [REQUEST]: chat-app/src/app/shared/components/messages/messages.component.scss
[NX v21.2.4 Daemon Server] - 2025-07-17T04:32:55.416Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T04:32:55.459Z - Time taken for 'hash changed files from watcher' 17.336500000208616ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:32:55.507Z - Time taken for 'build-project-configs' 47.283299999311566ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:32:55.542Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:32:55.544Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:32:55.544Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:32:55.544Z - Time taken for 'total execution time for createProjectGraph()' 28.857499999925494ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:33:16.615Z - [WATCHER]: chat-app/src/app/shared/components/messages/messages.component.scss was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T04:33:16.616Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:33:16.999Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T04:33:23.033Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T04:33:23.033Z - [REQUEST]: chat-app/src/app/shared/components/messages/messages.component.scss
[NX v21.2.4 Daemon Server] - 2025-07-17T04:33:23.033Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T04:33:23.042Z - Time taken for 'hash changed files from watcher' 0.38260000012815ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:33:23.044Z - Time taken for 'build-project-configs' 2.2916999999433756ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:33:23.050Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:33:23.050Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:33:23.050Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T04:33:23.051Z - Time taken for 'total execution time for createProjectGraph()' 2.1343000000342727ms
[NX v21.2.4 Daemon Server] - 2025-07-17T04:34:17.719Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:46:08.341Z - [WATCHER]: chat-app/src/app/shared/components/messages/messages.component.scss was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T06:46:08.384Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:46:14.818Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T06:46:14.818Z - [REQUEST]: chat-app/src/app/shared/components/messages/messages.component.scss
[NX v21.2.4 Daemon Server] - 2025-07-17T06:46:14.818Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T06:46:14.883Z - Time taken for 'hash changed files from watcher' 10.698099998757243ms
[NX v21.2.4 Daemon Server] - 2025-07-17T06:46:14.976Z - Time taken for 'build-project-configs' 102.04299999959767ms
[NX v21.2.4 Daemon Server] - 2025-07-17T06:46:15.008Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T06:46:15.013Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T06:46:15.017Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T06:46:15.018Z - Time taken for 'total execution time for createProjectGraph()' 26.53099999949336ms
[NX v21.2.4 Daemon Server] - 2025-07-17T06:46:31.096Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:46:35.159Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:46:35.308Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:46:35.388Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:51:59.604Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:51:59.643Z - [WATCHER]: chat-app/src/app/shared/components/messages/messages.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T06:52:02.153Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:52:04.365Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:52:04.486Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:52:04.997Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:52:05.678Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:52:05.857Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:52:06.105Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T06:52:06.105Z - [REQUEST]: chat-app/src/app/shared/components/messages/messages.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T06:52:06.106Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T06:52:06.213Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:52:06.218Z - Time taken for 'hash changed files from watcher' 22.894300000742078ms
[NX v21.2.4 Daemon Server] - 2025-07-17T06:52:06.362Z - Time taken for 'build-project-configs' 182.24919999949634ms
[NX v21.2.4 Daemon Server] - 2025-07-17T06:52:06.467Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T06:52:06.471Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T06:52:06.472Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T06:52:06.473Z - Time taken for 'total execution time for createProjectGraph()' 42.35329999960959ms
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:42.238Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:42.242Z - [WATCHER]: chat-app/src/app/shared/components/messages/messages.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:42.837Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:48.679Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:48.680Z - [REQUEST]: chat-app/src/app/shared/components/messages/messages.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:48.680Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:48.738Z - Time taken for 'hash changed files from watcher' 20.018899999558926ms
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:48.784Z - Time taken for 'build-project-configs' 52.896600000560284ms
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:48.805Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:48.805Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:48.806Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:48.806Z - Time taken for 'total execution time for createProjectGraph()' 16.279400000348687ms
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:51.907Z - [WATCHER]: chat-app/src/app/shared/components/messages/messages.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:51.908Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:52.616Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:58.310Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:58.311Z - [REQUEST]: chat-app/src/app/shared/components/messages/messages.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:58.311Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:58.323Z - Time taken for 'hash changed files from watcher' 1.2676999997347593ms
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:58.338Z - Time taken for 'build-project-configs' 8.162000000476837ms
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:58.364Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:58.368Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:58.368Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T06:54:58.369Z - Time taken for 'total execution time for createProjectGraph()' 10.869699999690056ms
[NX v21.2.4 Daemon Server] - 2025-07-17T06:55:53.526Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:56:14.952Z - [WATCHER]: chat-app/src/app/shared/components/messages/messages.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T06:56:14.953Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:56:15.569Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T06:56:21.361Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T06:56:21.362Z - [REQUEST]: chat-app/src/app/shared/components/messages/messages.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T06:56:21.362Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T06:56:21.379Z - Time taken for 'hash changed files from watcher' 4.78319999948144ms
[NX v21.2.4 Daemon Server] - 2025-07-17T06:56:21.443Z - Time taken for 'build-project-configs' 51.985100001096725ms
[NX v21.2.4 Daemon Server] - 2025-07-17T06:56:21.504Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T06:56:21.506Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T06:56:21.507Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T06:56:21.507Z - Time taken for 'total execution time for createProjectGraph()' 53.07839999906719ms
[NX v21.2.4 Daemon Server] - 2025-07-17T06:57:16.428Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T07:00:10.154Z - [WATCHER]: chat-app/src/app/shared/components/message/message.component.ts was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T07:00:10.155Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T07:00:11.423Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T07:00:16.569Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T07:00:16.569Z - [REQUEST]: chat-app/src/app/shared/components/message/message.component.ts
[NX v21.2.4 Daemon Server] - 2025-07-17T07:00:16.570Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T07:00:16.600Z - Time taken for 'hash changed files from watcher' 4.892599999904633ms
[NX v21.2.4 Daemon Server] - 2025-07-17T07:00:16.658Z - Time taken for 'build-project-configs' 59.31410000100732ms
[NX v21.2.4 Daemon Server] - 2025-07-17T07:00:16.689Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T07:00:16.691Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T07:00:16.692Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T07:00:16.692Z - Time taken for 'total execution time for createProjectGraph()' 28.783599998801947ms
[NX v21.2.4 Daemon Server] - 2025-07-17T07:00:41.329Z - [WATCHER]: chat-app/src/app/shared/components/message/message.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T07:00:41.344Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T07:00:41.777Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T07:00:43.694Z - [WATCHER]: Processing file changes in outputs
